subject,session,block,problem,l_r1,l_r2,un_r1,un_r2,post_2cause,struct
11,2,4,2,0,100,32,100,2,3
11,2,4,3,-27,100,100,100,2,3
11,2,4,4,0,100,-26,100,2,3
11,2,5,1,-22,100,100,0,2,1
11,2,5,2,43,100,34,-21,2,1
11,2,5,3,53,100,48,24,2,1
11,2,6,1,51,-100,44,74,2,2
11,2,6,2,51,-100,39,-21,2,2
11,2,6,3,0,-100,0,0,2,2
11,2,6,4,55,-100,50,100,2,2
11,2,6,5,29,-100,100,100,2,2
11,2,7,1,60,100,62,-41,2,1
11,2,7,2,60,100,60,-27,2,1
11,2,7,3,61,100,48,-36,2,1
11,2,7,4,51,100,50,-31,2,1
11,2,7,5,56,100,56,-16,2,1
12,1,1,1,37,100,37,2,1,1
12,1,1,2,-35,100,-25,1,1,1
12,1,1,3,38,100,33,3,1,1
12,1,1,4,43,100,40,-1,1,1
12,1,1,5,41,100,40,0,1,1
12,1,2,1,40,-100,41,100,1,2
12,1,2,2,43,-100,45,100,1,2
12,1,2,3,38,-100,37,100,1,2
12,1,2,4,42,-100,46,100,1,2
12,1,3,1,49,100,41,0,1,1
12,1,3,2,39,100,46,-2,1,1
12,1,3,3,41,100,41,0,1,1
12,1,3,4,40,100,48,0,1,1
12,1,3,5,36,100,35,0,1,1
12,1,4,1,-2,100,43,100,2,3
12,1,4,2,0,100,100,100,2,3
12,1,4,3,2,100,100,100,2,3
12,1,4,4,0,100,100,100,2,3
12,1,5,1,44,100,44,0,2,1
12,1,5,2,42,100,42,0,2,1
12,1,5,3,38,100,39,0,2,1
12,1,6,1,45,-100,42,100,2,2
12,1,6,2,42,-100,45,0,2,2
12,1,6,3,38,-100,45,100,2,2
12,1,6,4,41,-100,44,100,2,2
12,1,7,1,40,100,40,3,2,1
12,1,7,2,36,100,40,0,2,1
12,1,7,3,37,100,35,2,2,1
12,1,7,4,39,100,39,0,2,1
12,1,7,5,36,100,42,0,2,1
12,2,1,1,35,100,33,0,1,1
12,2,1,2,41,100,44,0,1,1
12,2,1,3,40,100,37,0,1,1
12,2,1,4,37,100,40,0,1,1
12,2,2,1,38,-100,41,100,1,2
12,2,2,2,39,-100,39,100,1,2
12,2,2,3,40,-100,36,100,1,2
12,2,3,1,42,100,43,0,1,1
12,2,3,2,40,100,41,0,1,1
12,2,3,3,38,100,39,0,1,1
12,2,3,4,44,100,44,0,1,1
12,2,3,5,47,100,36,0,1,1
12,2,4,1,0,100,100,100,2,3
12,2,4,2,-1,100,100,100,2,3
12,2,4,3,0,100,100,100,2,3
12,2,4,4,-1,100,100,100,2,3
12,2,5,1,37,100,0,0,2,1
12,2,5,2,44,100,39,0,2,1
12,2,5,3,-100,100,-100,-100,2,1
12,2,6,1,45,-100,44,100,2,2
12,2,6,2,42,-100,39,100,2,2
12,2,6,3,45,-100,43,100,2,2
12,2,6,4,43,-100,41,100,2,2
12,2,6,5,43,-100,41,100,2,2
12,2,7,1,2,100,0,0,2,1
12,2,7,2,42,100,41,0,2,1
12,2,7,3,39,100,41,0,2,1
12,2,7,4,44,100,40,0,2,1
12,2,7,5,38,100,38,0,2,1
13,1,1,1,0,100,0,-37,1,1
13,1,1,2,0,100,0,-56,1,1
13,1,1,3,34,100,32,-70,1,1
13,1,1,4,35,100,35,-92,1,1
13,1,1,5,37,100,39,-96,1,1
13,1,2,1,49,-100,50,100,1,2
13,1,2,2,48,-100,55,100,1,2
13,1,2,3,53,-100,46,100,1,2
13,1,2,4,52,-100,49,100,1,2
13,1,3,1,54,100,52,-70,1,1
13,1,3,2,51,100,52,-77,1,1
13,1,3,3,54,100,52,-48,1,1
13,1,3,4,52,100,49,-60,1,1
13,1,3,5,54,100,50,-70,1,1
13,1,4,1,-62,100,100,100,2,3
13,1,4,2,0,100,67,100,2,3
13,1,4,3,0,100,100,100,2,3
13,1,4,4,0,100,100,100,2,3
13,1,5,1,53,100,51,-62,2,1
13,1,5,2,53,100,51,-29,2,1
13,1,5,3,51,100,56,0,2,1
13,1,5,4,52,100,54,-12,2,1
13,1,6,1,0,-100,-2,-77,2,2
13,1,6,2,55,-100,54,100,2,2
13,1,6,3,61,-100,63,100,2,2
13,1,7,1,54,100,57,-37,2,1
13,1,7,2,55,100,56,-38,2,1
13,1,7,3,52,100,54,-27,2,1
13,1,7,4,56,100,52,-28,2,1
13,1,7,5,-27,100,0,0,2,1
13,2,1,1,47,100,52,-46,1,1
13,2,1,2,55,100,53,-43,1,1
13,2,1,3,54,100,58,-59,1,1
13,2,1,4,51,100,57,-49,1,1
13,2,1,5,58,100,54,-47,1,1
13,2,2,1,54,-100,51,100,1,2
13,2,2,2,55,-100,51,100,1,2
13,2,2,3,54,-100,54,100,1,2
13,2,3,1,52,100,52,-46,1,1
13,2,3,2,58,100,55,-48,1,1
13,2,3,3,54,100,52,-52,1,1
13,2,3,4,55,100,53,-48,1,1
13,2,4,1,0,100,100,100,2,3
13,2,4,2,-1,100,100,100,2,3
13,2,4,3,0,100,100,100,2,3
13,2,4,4,0,100,100,100,2,3
13,2,5,1,49,100,48,-43,2,1
13,2,5,2,57,100,53,0,2,1
13,2,5,3,54,100,52,0,2,1
13,2,6,1,52,-100,52,100,2,2
13,2,6,2,53,-100,56,100,2,2
13,2,6,3,53,-100,53,100,2,2
13,2,6,4,53,-100,56,100,2,2
13,2,6,5,50,-100,53,100,2,2
13,2,7,1,53,100,55,0,2,1
13,2,7,2,55,100,51,0,2,1
13,2,7,3,52,100,55,0,2,1
13,2,7,4,53,100,50,0,2,1
13,2,7,5,53,100,51,0,2,1
14,1,1,1,30,100,26,-36,1,1
14,1,1,2,-36,100,-73,-41,1,1
14,1,1,3,34,100,31,-44,1,1
14,1,1,4,43,100,38,-50,1,1
14,1,2,1,38,-100,40,89,1,2
14,1,2,2,33,-100,33,90,1,2
14,1,2,3,33,-100,44,-68,1,2
14,1,2,4,26,-100,26,100,1,2
14,1,2,5,31,-100,28,99,1,2
14,1,3,1,30,100,37,-69,1,1
14,1,3,2,34,100,35,-63,1,1
14,1,3,3,38,100,37,-62,1,1
14,1,3,4,39,100,42,-71,1,1
14,1,4,1,-26,100,28,31,2,3
14,1,4,2,-50,100,65,36,2,3
14,1,4,3,14,100,24,83,2,3
14,1,4,4,-28,100,46,98,2,3
14,1,4,5,-56,100,63,100,2,3
14,1,5,1,30,100,31,34,2,1
14,1,5,2,37,100,33,-39,2,1
14,1,5,3,39,100,46,-53,2,1
14,1,5,4,36,100,36,-47,2,1
14,1,6,1,33,-100,40,92,2,2
14,1,6,2,35,-100,37,98,2,2
14,1,6,3,27,-100,33,95,2,2
14,1,6,4,26,-100,25,97,2,2
14,1,6,5,40,-100,31,91,2,2
14,1,7,1,-43,100,-50,-67,2,1
14,1,7,2,33,100,29,-49,2,1
14,1,7,3,29,100,30,-32,2,1
14,1,7,4,28,100,29,-66,2,1
14,2,1,1,49,100,45,-50,1,1
14,2,1,2,39,100,48,-39,1,1
14,2,1,3,36,100,40,-22,1,1
14,2,2,1,42,-100,39,96,1,2
14,2,2,2,29,-100,29,73,1,2
14,2,2,3,39,-100,36,96,1,2
14,2,2,4,41,-100,37,94,1,2
14,2,3,1,42,100,41,-22,1,1
14,2,3,2,45,100,34,-66,1,1
14,2,3,3,32,100,23,-29,1,1
14,2,4,1,45,100,47,48,2,3
14,2,4,2,-38,100,66,100,2,3
14,2,4,3,60,100,71,88,2,3
14,2,4,4,-13,100,61,100,2,3
14,2,4,5,-11,100,49,100,2,3
14,2,5,1,39,100,32,-7,2,1
14,2,5,2,36,100,36,36,2,1
14,2,5,3,36,100,38,8,2,1
14,2,6,1,10,-100,7,-12,2,2
14,2,6,2,24,-100,28,91,2,2
14,2,6,3,31,-100,38,86,2,2
14,2,6,4,30,-100,38,70,2,2
14,2,6,5,30,-100,29,70,2,2
14,2,7,1,0,100,34,-21,2,1
14,2,7,2,41,100,33,-16,2,1
14,2,7,3,40,100,41,-18,2,1
14,2,7,4,32,100,40,-22,2,1
14,2,7,5,40,100,39,-16,2,1
15,1,1,1,0,100,54,-18,1,1
15,1,1,2,52,100,52,-26,1,1
15,1,1,3,55,100,49,-79,1,1
15,1,1,4,54,100,51,-79,1,1
15,1,2,1,53,-100,51,100,1,2
15,1,2,2,0,-100,52,100,1,2
15,1,2,3,57,-100,51,100,1,2
15,1,2,4,52,-100,50,100,1,2
15,1,2,5,53,-100,55,100,1,2
15,1,3,1,52,100,50,-72,1,1
15,1,3,2,53,100,55,-81,1,1
15,1,3,3,50,100,50,-83,1,1
15,1,3,4,55,100,51,-75,1,1
15,1,4,1,-70,100,100,100,2,3
15,1,4,2,0,100,100,100,2,3
15,1,4,3,0,100,0,100,2,3
15,1,4,4,-29,100,100,100,2,3
15,1,4,5,0,100,100,100,2,3
15,1,5,1,51,100,54,0,2,1
15,1,5,2,52,100,52,0,2,1
15,1,5,3,49,100,52,0,2,1
15,1,5,4,50,100,53,0,2,1
15,1,6,1,48,-100,52,100,2,2
15,1,6,2,54,-100,50,100,2,2
15,1,6,3,50,-100,51,100,2,2
15,1,6,4,56,-100,53,86,2,2
15,1,6,5,54,-100,50,100,2,2
15,1,7,1,71,100,59,0,2,1
15,1,7,2,63,100,63,0,2,1
15,1,7,3,65,100,60,0,2,1
15,1,7,4,67,100,68,0,2,1
15,2,1,1,54,100,59,0,1,1
15,2,1,2,51,100,50,0,1,1
15,2,1,3,53,100,49,0,1,1
15,2,2,1,52,-100,49,100,1,2
15,2,2,2,50,-100,53,100,1,2
15,2,2,3,52,-100,51,100,1,2
15,2,2,4,49,-100,49,100,1,2
15,2,3,1,48,100,45,0,1,1
15,2,3,2,48,100,50,0,1,1
15,2,3,3,51,100,51,0,1,1
15,2,4,1,0,100,100,100,2,3
15,2,4,2,0,100,100,100,2,3
15,2,4,3,0,100,100,100,2,3
15,2,4,4,0,100,100,100,2,3
15,2,4,5,0,100,100,100,2,3
15,2,5,1,51,100,52,0,2,1
15,2,5,2,51,100,54,0,2,1
15,2,5,3,45,100,51,0,2,1
15,2,6,1,52,-100,50,100,2,2
15,2,6,2,52,-100,54,100,2,2
15,2,6,3,-100,-100,-100,100,2,2
15,2,6,4,47,-100,53,100,2,2
15,2,6,5,52,-100,52,100,2,2
15,2,7,1,52,100,52,0,2,1
15,2,7,2,52,100,49,0,2,1
15,2,7,3,56,100,54,0,2,1
15,2,7,4,49,100,53,0,2,1
15,2,7,5,58,100,49,0,2,1
16,1,1,1,-53,100,50,46,1,1
16,1,1,2,-64,100,59,-51,1,1
16,1,1,3,52,100,50,-54,1,1
16,1,1,4,50,100,52,-53,1,1
16,1,1,5,-43,100,39,-63,1,1
16,1,2,1,42,-100,-35,-100,1,2
16,1,2,2,-37,-100,52,100,1,2
16,1,2,3,45,-100,-41,100,1,2
16,1,2,4,18,-100,-14,100,1,2
16,1,3,1,-40,100,46,-53,1,1
16,1,3,2,-29,100,38,-61,1,1
16,1,3,3,42,100,0,-46,1,1
16,1,3,4,60,100,-43,-49,1,1
16,1,3,5,33,100,-29,-36,1,1
16,1,4,1,-49,100,63,100,2,3
16,1,4,2,-45,100,82,100,2,3
16,1,4,3,0,100,70,100,2,3
16,1,4,4,-24,100,83,100,2,3
16,1,5,1,38,100,32,-24,2,1
16,1,5,2,-47,100,58,-20,2,1
16,1,5,3,0,100,41,-27,2,1
16,1,6,1,40,-100,-32,-63,2,2
16,1,6,2,24,-100,44,-59,2,2
16,1,6,3,-44,-100,47,100,2,2
16,1,6,4,-100,-100,-90,-100,2,2
16,1,7,1,-46,100,42,-59,2,1
16,1,7,2,-48,100,39,-49,2,1
16,1,7,3,31,100,26,53,2,1
16,1,7,4,-50,100,-49,-70,2,1
16,1,7,5,50,100,45,-30,2,1
16,2,1,1,28,100,37,-39,1,1
16,2,1,2,-25,100,40,54,1,1
16,2,1,3,-43,100,26,-69,1,1
16,2,1,4,38,100,30,-42,1,1
16,2,2,1,44,-100,46,100,1,2
16,2,2,2,52,-100,-43,100,1,2
16,2,2,3,43,-100,43,100,1,2
16,2,3,1,41,100,40,100,1,1
16,2,3,2,69,100,44,29,1,1
16,2,3,3,64,100,61,-57,1,1
16,2,3,4,45,100,-41,-57,1,1
16,2,3,5,48,100,-37,-43,1,1
16,2,4,1,-44,100,84,100,2,3
16,2,4,2,-54,100,52,100,2,3
16,2,4,3,0,100,60,100,2,3
16,2,4,4,-29,100,15,100,2,3
16,2,5,1,63,100,-46,-72,2,1
17,1,1,1,75,100,74,26,1,1
17,1,1,2,-73,100,-40,69,1,1
17,1,1,3,64,100,63,30,1,1
17,1,2,1,70,-100,69,100,1,2
17,1,2,2,58,-100,53,100,1,2
17,1,2,3,52,-100,54,99,1,2
17,1,3,1,25,100,35,12,1,1
17,1,3,2,32,100,37,15,1,1
17,1,3,3,47,100,37,15,1,1
17,1,3,4,50,100,46,20,1,1
17,1,3,5,37,100,39,13,1,1
17,1,4,1,-15,100,0,17,2,3
17,1,4,2,0,100,23,47,2,3
17,1,4,3,0,100,44,43,2,3
17,1,4,4,7,100,80,100,2,3
17,1,4,5,2,100,62,100,2,3
17,1,5,1,47,100,51,54,2,1
17,1,5,2,52,100,49,51,2,1
17,1,5,3,62,100,53,48,2,1
17,1,5,4,47,100,51,27,2,1
17,1,6,1,53,-100,46,100,2,2
17,1,6,2,49,-100,52,25,2,2
17,1,6,3,51,-100,48,100,2,2
17,1,6,4,38,-100,71,100,2,2
17,1,6,5,56,-100,43,100,2,2
17,1,7,1,42,100,29,21,2,1
17,1,7,2,37,100,42,17,2,1
17,1,7,3,51,100,52,20,2,1
17,1,7,4,37,100,47,15,2,1
17,1,7,5,35,100,32,10,2,1
17,2,1,1,56,100,49,17,1,1
17,2,1,2,51,100,43,35,1,1
17,2,1,3,50,100,49,28,1,1
17,2,1,4,53,100,60,18,1,1
17,2,2,1,46,-100,41,94,1,2
17,2,2,2,56,-100,46,100,1,2
17,2,2,3,40,-100,43,91,1,2
17,2,2,4,51,-100,55,100,1,2
17,2,2,5,51,-100,42,100,1,2
17,2,3,1,50,100,45,25,1,1
17,2,3,2,44,100,47,18,1,1
17,2,3,3,33,100,28,7,1,1
17,2,3,4,46,100,41,19,1,1
17,2,3,5,37,100,42,18,1,1
17,2,4,1,0,100,49,100,2,3
17,2,4,2,34,100,67,70,2,3
17,2,4,3,6,100,74,100,2,3
17,2,4,4,-2,100,51,100,2,3
17,2,5,1,44,100,39,14,2,1
17,2,5,2,31,100,24,7,2,1
17,2,5,3,46,100,56,18,2,1
17,2,5,4,44,100,48,13,2,1
17,2,5,5,48,100,51,16,2,1
17,2,6,1,54,-100,52,100,2,2
17,2,6,2,46,-100,46,100,2,2
17,2,6,3,64,-100,45,100,2,2
17,2,7,1,50,100,44,24,2,1
17,2,7,2,52,100,48,24,2,1
17,2,7,3,43,100,41,16,2,1
18,1,1,1,50,100,52,-65,1,1
18,1,1,2,50,100,43,-33,1,1
18,1,1,3,51,100,43,-75,1,1
18,1,1,4,56,100,52,-74,1,1
18,1,1,5,56,100,59,-51,1,1
18,1,2,1,50,-100,53,-35,1,2
18,1,2,2,56,-100,50,100,1,2
18,1,2,3,55,-100,56,100,1,2
18,1,2,4,54,-100,48,100,1,2
18,1,2,5,64,-100,55,100,1,2
18,1,3,1,-100,100,-100,-100,1,1
18,1,3,2,66,100,62,-59,1,1
18,1,3,3,58,100,54,-71,1,1
18,1,3,4,64,100,58,-64,1,1
18,1,3,5,61,100,56,-68,1,1
18,1,4,1,-58,100,100,100,2,3
18,1,4,2,25,100,100,100,2,3
18,1,4,3,0,100,100,100,2,3
18,1,4,4,-19,100,95,100,2,3
18,1,4,5,75,100,49,-51,2,3
18,1,5,1,27,100,34,-59,2,1
18,1,5,2,54,100,51,-28,2,1
18,1,5,3,38,100,47,-46,2,1
18,1,5,4,45,100,33,-40,2,1
18,1,6,1,43,-100,50,-39,2,2
18,1,6,2,42,-100,39,-19,2,2
18,1,6,3,44,-100,39,43,2,2
18,1,7,1,53,100,57,-58,2,1
18,1,7,2,60,100,70,-41,2,1
18,1,7,3,56,100,53,-33,2,1
18,1,7,4,66,100,67,-60,2,1
18,2,1,1,55,100,55,-41,1,1
18,2,1,2,48,100,48,-58,1,1
18,2,1,3,55,100,60,-39,1,1
18,2,2,1,51,-100,49,100,1,2
18,2,2,2,44,-100,54,53,1,2
18,2,2,3,42,-100,43,100,1,2
18,2,2,4,64,-100,65,100,1,2
18,2,2,5,-100,-100,-100,-81,1,2
18,2,3,1,57,100,57,-43,1,1
18,2,3,2,38,100,42,46,1,1
18,2,3,3,46,100,42,43,1,1
18,2,3,4,34,100,44,-33,1,1
18,2,4,1,22,100,100,100,2,3
18,2,4,2,22,100,100,89,2,3
18,2,4,3,100,100,100,100,2,3
18,2,4,4,33,100,100,97,2,3
18,2,5,1,63,100,55,64,2,1
18,2,5,2,52,100,53,52,2,1
18,2,5,3,56,100,54,30,2,1
18,2,5,4,66,100,54,53,2,1
18,2,6,1,36,-100,40,100,2,2
18,2,6,2,43,-100,51,41,2,2
18,2,6,3,75,-100,80,-38,2,2
18,2,6,4,56,-100,48,99,2,2
18,2,6,5,0,-100,51,100,2,2
18,2,7,1,64,100,65,73,2,1
18,2,7,2,51,100,49,-30,2,1
18,2,7,3,38,100,33,-35,2,1
18,2,7,4,32,100,36,-51,2,1
19,1,1,2,32,100,37,30,1,1
19,1,1,3,50,100,47,50,1,1
19,1,1,4,42,100,46,-18,1,1
19,1,1,5,34,100,34,0,1,1
19,1,2,1,48,-100,44,0,1,2
19,1,2,2,44,-100,43,100,1,2
19,1,2,3,49,-100,51,100,1,2
19,1,2,4,54,-100,57,100,1,2
19,1,3,1,52,100,53,0,1,1
19,1,3,2,54,100,56,0,1,1
19,1,3,3,52,100,54,53,1,1
19,1,3,4,46,100,54,51,1,1
19,1,3,5,53,100,46,50,1,1
19,1,4,1,43,100,66,63,2,3
19,1,4,2,2,100,98,100,2,3
19,1,4,3,4,100,100,100,2,3
19,1,4,4,-1,100,100,100,2,3
19,1,5,1,52,100,51,75,2,1
19,1,5,2,49,100,48,0,2,1
19,1,5,3,49,100,50,0,2,1
19,1,5,4,49,100,51,0,2,1
19,1,6,1,49,-100,55,100,2,2
19,1,6,2,50,-100,47,98,2,2
19,1,6,3,33,-100,49,0,2,2
19,1,7,1,54,100,48,0,2,1
19,1,7,2,52,100,47,0,2,1
19,1,7,3,50,100,54,0,2,1
19,1,7,4,53,100,54,0,2,1
19,1,7,5,52,100,53,0,2,1
19,2,1,1,54,100,53,0,1,1
19,2,1,2,54,100,51,0,1,1
19,2,1,3,49,100,46,0,1,1
19,2,1,4,54,100,59,0,1,1
19,2,1,5,58,100,58,0,1,1
19,2,2,1,50,-100,61,100,1,2
19,2,2,2,51,-100,50,100,1,2
19,2,2,3,57,-100,50,100,1,2
19,2,3,1,48,100,50,0,1,1
19,2,3,2,50,100,53,0,1,1
19,2,3,3,48,100,53,0,1,1
19,2,3,4,49,100,55,0,1,1
19,2,4,1,0,100,100,100,2,3
19,2,4,2,0,100,66,96,2,3
19,2,4,3,16,100,83,100,2,3
19,2,4,4,24,100,100,100,2,3
19,2,5,1,48,100,40,0,2,1
19,2,5,2,51,100,54,0,2,1
19,2,5,3,51,100,58,0,2,1
19,2,6,1,45,-100,57,100,2,2
19,2,6,2,47,-100,57,100,2,2
19,2,6,3,46,-100,56,100,2,2
19,2,6,4,58,-100,54,100,2,2
19,2,6,5,53,-100,47,100,2,2
19,2,7,1,55,100,59,0,2,1
19,2,7,2,56,100,51,0,2,1
19,2,7,3,52,100,50,13,2,1
19,2,7,4,100,100,43,0,2,1
19,2,7,5,55,100,56,0,2,1
20,1,1,1,42,100,39,46,1,1
20,1,1,2,39,100,46,56,1,1
20,1,1,3,64,100,60,76,1,1
20,1,1,4,57,100,53,63,1,1
20,1,2,1,55,-100,53,55,1,2
20,1,2,2,58,-100,55,59,1,2
20,1,2,3,55,-100,46,100,1,2
20,1,2,4,58,-100,55,100,1,2
20,1,2,5,44,-100,50,100,1,2
20,1,3,1,53,100,56,24,1,1
20,1,3,2,53,100,67,17,1,1
20,1,3,3,60,100,63,10,1,1
20,1,4,1,11,100,13,78,2,3
20,1,4,2,2,100,48,47,2,3
20,1,4,3,6,100,38,50,2,3
20,1,4,4,94,100,90,100,2,3
20,1,4,5,8,100,42,98,2,3
20,1,5,1,40,100,53,-2,2,1
20,1,5,2,6,100,8,5,2,1
20,1,5,3,18,100,20,3,2,1
20,1,6,1,53,-100,39,9,2,2
20,1,6,2,45,-100,30,100,2,2
20,1,6,3,48,-100,39,100,2,2
20,1,6,4,33,-100,30,100,2,2
20,1,7,1,35,100,43,0,2,1
20,1,7,2,47,100,29,0,2,1
20,1,7,3,40,100,37,0,2,1
20,1,7,4,38,100,40,0,2,1
20,1,7,5,29,100,33,0,2,1
20,2,1,1,0,100,0,0,1,1
20,2,1,2,12,100,19,4,1,1
20,2,1,3,25,100,53,0,1,1
20,2,2,1,31,-100,36,100,1,2
20,2,2,2,44,-100,19,100,1,2
20,2,2,3,27,-100,41,100,1,2
20,2,2,4,12,-100,13,100,1,2
20,2,3,1,15,100,12,0,1,1
20,2,3,2,6,100,5,0,1,1
20,2,3,3,-1,100,0,0,1,1
20,2,4,1,0,100,0,100,2,3
20,2,4,2,11,100,44,100,2,3
20,2,4,3,16,100,36,100,2,3
20,2,4,4,0,100,52,100,2,3
20,2,4,5,0,100,79,100,2,3
20,2,5,1,0,100,3,0,2,1
20,2,5,2,4,100,0,0,2,1
20,2,5,3,0,100,0,0,2,1
20,2,5,4,-5,100,-7,-17,2,1
20,2,6,1,7,-100,6,100,2,2
20,2,6,2,100,-100,0,100,2,2
20,2,6,3,8,-100,6,100,2,2
20,2,6,4,5,-100,5,100,2,2
20,2,6,5,0,-100,0,100,2,2
20,2,7,1,-14,100,0,0,2,1
20,2,7,2,4,100,6,0,2,1
20,2,7,3,0,100,0,0,2,1
21,1,1,1,54,100,52,-66,1,1
21,1,1,2,52,100,50,-74,1,1
21,1,1,3,51,100,50,-22,1,1
21,1,2,1,0,-100,0,0,1,2
21,1,2,2,50,-100,54,21,1,2
21,1,2,3,49,-100,49,100,1,2
21,1,3,1,72,100,72,60,1,1
21,1,3,2,62,100,66,65,1,1
21,1,3,3,70,100,70,48,1,1
21,1,3,4,70,100,73,57,1,1
21,1,3,5,76,100,80,77,1,1
21,1,4,1,-2,100,100,100,2,3
21,1,4,2,49,100,100,100,2,3
21,1,4,3,32,100,100,100,2,3
21,1,4,4,34,100,100,100,2,3
21,1,5,1,72,100,70,69,2,1
21,1,5,2,71,100,72,53,2,1
21,1,5,3,42,100,60,51,2,1
21,1,5,4,72,100,68,44,2,1
21,1,5,5,100,100,66,68,2,1
21,1,6,1,69,-100,76,100,2,2
21,1,6,2,-100,-100,-100,100,2,2
21,1,6,3,70,-100,73,100,2,2
21,1,7,1,49,100,54,82,2,1
21,1,7,2,56,100,54,100,2,1
21,1,7,3,75,100,59,100,2,1
21,1,7,4,61,100,61,43,2,1
21,1,7,5,47,100,70,37,2,1
21,2,1,1,70,100,53,51,1,1
21,2,1,2,63,100,69,52,1,1
21,2,1,3,64,100,64,56,1,1
21,2,1,4,69,100,71,41,1,1
21,2,2,1,70,-100,48,100,1,2
21,2,2,2,43,-100,50,100,1,2
21,2,2,3,62,-100,70,100,1,2
21,2,2,4,52,-100,40,100,1,2
21,2,3,1,31,100,32,10,1,1
21,2,3,2,48,100,38,22,1,1
21,2,3,3,49,100,58,18,1,1
21,2,3,4,51,100,53,23,1,1
21,2,4,1,36,100,100,100,2,3
21,2,4,2,22,100,100,100,2,3
21,2,4,3,31,100,99,45,2,3
21,2,4,4,-15,100,100,100,2,3
21,2,5,1,32,100,34,-10,2,1
21,2,5,2,34,100,29,11,2,1
21,2,5,3,39,100,46,20,2,1
21,2,6,1,46,-100,44,100,2,2
21,2,6,2,44,-100,50,100,2,2
21,2,6,3,30,-100,40,100,2,2
21,2,6,4,50,-100,49,100,2,2
21,2,6,5,100,-100,54,100,2,2
21,2,7,1,49,100,51,0,2,1
21,2,7,2,49,100,44,8,2,1
21,2,7,3,-100,100,-100,28,2,1
22,1,1,1,-35,100,-16,-78,1,1
22,1,1,2,-50,100,-22,-100,1,1
22,1,1,3,-34,100,-32,-100,1,1
22,1,1,4,-18,100,-35,-100,1,1
22,1,2,1,10,-100,-12,98,1,2
22,1,2,2,-8,-100,13,100,1,2
22,1,2,3,-23,-100,18,100,1,2
22,1,2,4,17,-100,-23,98,1,2
22,1,3,1,-30,100,-19,-100,1,1
22,1,3,2,-30,100,18,-100,1,1
22,1,3,3,-19,100,-24,-100,1,1
22,1,3,4,16,100,-24,-100,1,1
22,1,4,1,-73,100,22,100,2,3
22,1,4,2,-25,100,37,100,2,3
22,1,4,3,-35,100,33,100,2,3
22,1,4,4,-27,100,45,100,2,3
22,1,5,1,-17,100,18,-64,2,1
22,1,5,2,-15,100,15,-26,2,1
