subject,session,block,problem,l_r1,l_r2,un_r1,un_r2,post_2cause,struct
22,1,5,3,21,100,-25,-55,2,1
22,1,5,4,26,100,-32,-49,2,1
22,1,5,5,-31,100,6,-52,2,1
22,1,6,1,27,-100,-34,100,2,2
22,1,6,2,21,-100,-24,100,2,2
22,1,6,3,16,-100,-23,100,2,2
22,1,6,4,-24,-100,24,100,2,2
22,1,7,1,-23,100,-26,-68,2,1
22,1,7,2,-17,100,16,-55,2,1
22,1,7,3,-19,100,16,-72,2,1
22,2,1,1,27,100,-26,-47,1,1
22,2,1,2,-29,100,38,-66,1,1
22,2,1,3,26,100,-26,-57,1,1
22,2,2,1,25,-100,-27,100,1,2
22,2,2,2,21,-100,-33,100,1,2
22,2,2,3,-34,-100,30,100,1,2
22,2,2,4,-39,-100,30,100,1,2
22,2,2,5,-35,-100,28,100,1,2
22,2,3,1,26,100,-30,-67,1,1
22,2,3,2,29,100,-28,-68,1,1
22,2,3,3,29,100,-30,-53,1,1
22,2,4,1,-25,100,47,100,2,3
22,2,4,2,20,100,33,100,2,3
22,2,4,3,-24,100,-27,100,2,3
22,2,4,4,-27,100,30,100,2,3
22,2,4,5,-20,100,38,99,2,3
22,2,5,1,17,100,-16,-42,2,1
22,2,5,2,-24,100,29,-28,2,1
22,2,5,3,-26,100,32,-49,2,1
22,2,5,4,-20,100,55,-48,2,1
22,2,5,5,32,100,31,-35,2,1
22,2,6,1,-33,-100,22,100,2,2
22,2,6,2,-22,-100,16,-74,2,2
22,2,6,3,15,-100,-19,100,2,2
22,2,6,4,27,-100,-27,100,2,2
22,2,7,1,-29,100,30,-54,2,1
22,2,7,2,23,100,-33,-55,2,1
22,2,7,3,26,100,-26,-53,2,1
23,1,1,1,52,100,50,0,1,1
23,1,1,2,48,100,52,0,1,1
23,1,1,3,52,100,48,0,1,1
23,1,2,1,54,-100,50,100,1,2
23,1,2,2,53,-100,50,100,1,2
23,1,2,3,52,-100,51,100,1,2
23,1,3,1,50,100,51,0,1,1
23,1,3,2,51,100,51,0,1,1
23,1,3,3,52,100,53,51,1,1
23,1,3,4,53,100,53,0,1,1
23,1,3,5,52,100,51,0,1,1
23,1,4,1,46,100,48,0,2,3
23,1,4,2,54,100,50,0,2,3
23,1,4,3,55,100,53,100,2,3
23,1,4,4,0,100,47,100,2,3
23,1,4,5,0,100,50,100,2,3
23,1,5,1,3,100,1,0,2,1
23,1,5,2,52,100,48,0,2,1
23,1,5,3,55,100,52,0,2,1
23,1,5,4,51,100,53,0,2,1
23,1,6,1,52,-100,55,100,2,2
23,1,6,2,50,-100,50,55,2,2
23,1,6,3,54,-100,50,100,2,2
23,1,6,4,51,-100,53,100,2,2
23,1,6,5,54,-100,50,100,2,2
23,1,7,1,53,100,53,0,2,1
23,1,7,2,57,100,49,53,2,1
23,1,7,3,52,100,52,47,2,1
23,1,7,4,50,100,53,0,2,1
23,1,7,5,44,100,51,0,2,1
23,2,1,1,49,100,52,0,1,1
23,2,1,2,53,100,54,0,1,1
23,2,1,3,55,100,51,0,1,1
23,2,1,4,56,100,55,0,1,1
23,2,2,1,51,-100,52,100,1,2
23,2,2,2,54,-100,49,100,1,2
23,2,2,3,54,-100,53,100,1,2
23,2,2,4,50,-100,52,100,1,2
23,2,2,5,51,-100,49,100,1,2
23,2,3,1,51,100,56,0,1,1
23,2,3,2,55,100,53,0,1,1
23,2,3,3,0,100,0,0,1,1
23,2,3,4,50,100,52,49,1,1
23,2,3,5,56,100,54,0,1,1
23,2,4,1,48,100,21,100,2,3
23,2,4,2,0,100,57,100,2,3
23,2,4,3,-1,100,54,100,2,3
23,2,4,4,-100,100,-2,51,2,3
23,2,5,1,49,100,48,50,2,1
23,2,5,2,49,100,49,0,2,1
23,2,5,3,49,100,50,50,2,1
23,2,5,4,46,100,49,0,2,1
23,2,5,5,51,100,55,0,2,1
23,2,6,1,45,-100,46,100,2,2
23,2,6,2,56,-100,56,100,2,2
23,2,6,3,52,-100,52,100,2,2
23,2,7,1,34,100,48,0,2,1
23,2,7,2,52,100,54,0,2,1
23,2,7,3,55,100,50,57,2,1
24,1,1,1,1.5,100,1.5,28,1,1
24,1,1,2,2,100,2,-81,1,1
24,1,1,3,-85,100,-85,-100,1,1
24,1,1,4,0,100,0,-95,1,1
24,1,2,1,16.5,-100,16.5,100,1,2
24,1,2,2,48,-100,48,100,1,2
24,1,2,3,28,-100,28,100,1,2
24,1,2,4,27,-100,27,100,1,2
24,1,3,1,11.5,100,11.5,-100,1,1
24,1,3,2,8,100,8,-100,1,1
24,1,3,3,2,100,2,-100,1,1
24,1,3,4,-2,100,-2,-100,1,1
24,1,4,1,0,100,0,30,2,3
24,1,4,2,32,100,32,100,2,3
24,1,4,3,90,100,90,100,2,3
24,1,4,4,45.5,100,45.5,100,2,3
24,1,5,1,19,100,19,-100,2,1
24,1,5,2,52,100,52,-100,2,1
24,1,5,3,-61.5,100,-61.5,-100,2,1
24,1,5,4,7.5,100,7.5,-100,2,1
24,1,5,5,45.5,100,45.5,-52,2,1
24,1,6,1,11.5,-100,11.5,100,2,2
24,1,6,2,1.5,-100,1.5,-100,2,2
24,1,6,3,-1.5,-100,-1.5,100,2,2
24,1,6,4,0,-100,0,100,2,2
24,1,7,1,0,100,0,-100,2,1
24,1,7,2,-10.5,100,-10.5,-100,2,1
24,1,7,3,-100,100,-100,-100,2,1
24,2,1,1,28.5,100,28.5,-100,1,1
24,2,1,2,4.5,100,4.5,-100,1,1
24,2,1,3,-6,100,-6,-94,1,1
24,2,2,1,6.5,-100,6.5,100,1,2
24,2,2,2,-39,-100,-39,100,1,2
24,2,2,3,-7.5,-100,-7.5,100,1,2
24,2,2,4,-4,-100,-4,100,1,2
24,2,2,5,-7.5,-100,-7.5,100,1,2
24,2,3,1,-0.5,100,-0.5,-100,1,1
24,2,3,2,-11.5,100,-11.5,-100,1,1
24,2,3,3,10.5,100,10.5,-100,1,1
24,2,4,1,0,100,0,33,2,3
24,2,4,2,-17,100,-17,100,2,3
24,2,4,3,59,100,59,100,2,3
24,2,4,4,54,100,54,95,2,3
24,2,4,5,51.5,100,51.5,100,2,3
24,2,5,1,38,100,38,51,2,1
24,2,5,2,39,100,39,100,2,1
24,2,5,3,83.5,100,83.5,100,2,1
24,2,5,4,60.5,100,60.5,87,2,1
24,2,5,5,94.5,100,94.5,100,2,1
24,2,6,1,99.5,-100,99.5,100,2,2
24,2,6,2,98,-100,98,100,2,2
24,2,6,3,18.5,-100,18.5,94,2,2
24,2,6,4,67,-100,67,100,2,2
24,2,7,1,-8,100,-8,-40,2,1
24,2,7,2,15,100,15,3,2,1
24,2,7,3,20,100,20,30,2,1
25,1,1,1,43,100,45,-38,1,1
25,1,1,3,44,100,44,-40,1,1
25,1,1,4,49,100,44,-50,1,1
25,1,2,1,45,-100,0,100,1,2
25,1,2,2,36,-100,46,100,1,2
25,1,2,3,0,-100,0,100,1,2
25,1,3,1,43,100,42,-32,1,1
25,1,3,2,42,100,30,-37,1,1
25,1,3,3,47,100,25,-37,1,1
25,1,3,4,39,100,33,-100,1,1
25,1,3,5,41,100,39,24,1,1
25,1,4,1,53,100,0,-39,2,3
25,1,4,2,43,100,43,100,2,3
25,1,4,3,99,100,100,100,2,3
25,1,4,4,0,100,1,100,2,3
25,1,4,5,47,100,35,100,2,3
25,1,5,1,33,100,42,34,2,1
25,1,5,2,42,100,43,-41,2,1
25,1,5,3,48,100,-30,49,2,1
25,1,5,4,35,100,39,-22,2,1
25,1,5,5,48,100,47,-33,2,1
25,1,6,1,57,-100,49,100,2,2
25,1,6,2,43,-100,43,100,2,2
25,1,6,3,47,-100,0,100,2,2
25,1,6,4,29,-100,57,100,2,2
25,1,7,1,43,100,47,-36,2,1
25,1,7,2,42,100,38,-38,2,1
25,1,7,3,41,100,39,36,2,1
25,2,1,1,36,100,39,-32,1,1
25,2,1,2,49,100,40,-34,1,1
25,2,1,3,34,100,40,-56,1,1
25,2,2,1,44,-100,44,-100,1,2
25,2,2,2,49,-100,46,100,1,2
25,2,2,3,24,-100,52,100,1,2
25,2,2,4,36,-100,-23,100,1,2
25,2,2,5,39,-100,-24,100,1,2
25,2,3,1,34,100,43,-31,1,1
25,2,3,2,34,100,26,-26,1,1
25,2,3,3,34,100,53,39,1,1
25,2,3,4,26,100,35,39,1,1
25,2,3,5,45,100,41,31,1,1
25,2,4,1,-30,100,100,100,2,3
25,2,4,2,-29,100,100,100,2,3
25,2,4,3,-42,100,100,100,2,3
25,2,4,4,32,100,100,100,2,3
25,2,5,1,19,100,43,-32,2,1
25,2,5,2,43,100,20,-26,2,1
25,2,5,3,42,100,54,-47,2,1
25,2,5,4,38,100,37,-38,2,1
25,2,6,1,44,-100,46,100,2,2
25,2,6,2,27,-100,37,100,2,2
25,2,6,3,41,-100,43,59,2,2
25,2,6,4,-25,-100,24,100,2,2
25,2,7,1,42,100,35,-30,2,1
25,2,7,2,30,100,30,36,2,1
25,2,7,3,45,100,40,49,2,1
26,1,1,1,68,100,63,0,1,1
26,1,1,2,63,100,67,0,1,1
26,1,1,3,66,100,66,0,1,1
26,1,2,1,65,-100,67,100,1,2
26,1,2,2,67,-100,67,100,1,2
26,1,2,3,66,-100,68,100,1,2
26,1,3,1,71,100,68,0,1,1
26,1,3,2,67,100,66,0,1,1
26,1,3,3,66,100,66,0,1,1
26,1,3,4,71,100,71,0,1,1
26,1,3,5,71,100,70,0,1,1
26,1,4,1,0,100,100,100,2,3
26,1,4,2,0,100,100,100,2,3
26,1,4,3,0,100,100,100,2,3
26,1,4,4,0,100,100,100,2,3
26,1,5,1,70,100,68,0,2,1
26,1,5,2,70,100,71,0,2,1
26,1,5,3,67,100,71,0,2,1
26,1,5,4,69,100,68,100,2,1
26,1,5,5,70,100,71,0,2,1
26,1,6,1,68,-100,68,100,2,2
26,1,6,2,69,-100,66,100,2,2
26,1,6,3,66,-100,66,100,2,2
26,1,7,1,67,100,72,0,2,1
26,1,7,2,68,100,64,0,2,1
26,1,7,3,63,100,69,0,2,1
26,1,7,4,65,100,67,0,2,1
26,1,7,5,66,100,69,0,2,1
26,2,1,1,67,100,65,0,1,1
26,2,1,2,71,100,65,0,1,1
26,2,1,3,65,100,65,0,1,1
26,2,1,4,69,100,64,0,1,1
26,2,2,1,66,-100,62,100,1,2
26,2,2,2,71,-100,68,100,1,2
26,2,2,3,67,-100,66,100,1,2
26,2,2,4,69,-100,65,100,1,2
26,2,3,1,70,100,68,0,1,1
26,2,3,2,65,100,66,0,1,1
26,2,3,3,65,100,66,0,1,1
26,2,3,4,67,100,66,0,1,1
26,2,4,1,0,100,100,100,2,3
26,2,4,2,0,100,100,100,2,3
26,2,4,3,0,100,100,100,2,3
26,2,4,4,0,100,100,100,2,3
26,2,5,1,70,100,68,0,2,1
26,2,5,2,66,100,65,0,2,1
26,2,5,3,67,100,68,0,2,1
26,2,6,1,100,-100,65,0,2,2
26,2,6,2,67,-100,64,100,2,2
26,2,6,3,66,-100,68,100,2,2
26,2,6,4,67,-100,68,100,2,2
26,2,6,5,68,-100,67,100,2,2
26,2,7,1,65,100,66,0,2,1
26,2,7,2,-100,100,-100,0,2,1
26,2,7,3,70,100,69,0,2,1
27,1,1,1,42,100,44,45,1,1
27,1,1,2,44,100,39,43,1,1
27,1,1,3,44,100,44,41,1,1
27,1,2,1,-12,-100,-32,-32,1,2
27,1,2,2,-33,-100,-31,33,1,2
27,1,2,3,49,-100,46,91,1,2
27,1,3,1,27,100,45,12,1,1
27,1,3,2,33,100,30,28,1,1
27,1,3,3,-12,100,1,-31,1,1
27,1,3,4,26,100,27,36,1,1
27,1,3,5,46,100,36,42,1,1
27,1,4,1,28,100,27,33,2,3
27,1,4,2,-13,100,-19,-31,2,3
27,1,4,3,26,100,39,52,2,3
27,1,4,4,0,100,29,33,2,3
27,1,4,5,0,100,32,100,2,3
27,1,5,1,0,100,0,-32,2,1
27,1,5,2,31,100,38,40,2,1
27,1,5,3,58,100,37,43,2,1
27,1,5,4,21,100,18,25,2,1
27,1,6,1,0,-100,5,14,2,2
27,1,6,2,27,-100,32,75,2,2
27,1,6,3,15,-100,13,56,2,2
27,1,6,4,24,-100,26,39,2,2
27,1,6,5,21,-100,24,56,2,2
27,1,7,1,45,100,33,47,2,1
27,1,7,2,27,100,12,43,2,1
27,1,7,3,45,100,31,35,2,1
27,1,7,4,31,100,38,36,2,1
27,1,7,5,37,100,34,46,2,1
27,2,1,1,21,100,24,11,1,1
27,2,1,2,25,100,20,36,1,1
27,2,1,3,36,100,34,47,1,1
27,2,1,4,30,100,30,29,1,1
27,2,2,1,24,-100,35,56,1,2
27,2,2,2,27,-100,41,32,1,2
27,2,2,3,30,-100,28,80,1,2
27,2,2,4,24,-100,31,53,1,2
27,2,2,5,-21,-100,-21,-61,1,2
27,2,3,1,0,100,0,0,1,1
27,2,3,2,19,100,24,14,1,1
27,2,3,3,41,100,42,42,1,1
27,2,3,4,23,100,35,36,1,1
27,2,3,5,23,100,29,28,1,1
27,2,4,1,24,100,45,34,2,3
27,2,4,2,0,100,15,37,2,3
27,2,4,3,23,100,26,32,2,3
27,2,4,4,-24,100,-27,28,2,3
27,2,5,1,19,100,18,24,2,1
27,2,5,2,26,100,24,26,2,1
27,2,5,3,25,100,21,32,2,1
27,2,5,4,28,100,34,32,2,1
27,2,5,5,-19,100,-29,-22,2,1
27,2,6,1,20,-100,18,28,2,2
27,2,6,2,19,-100,18,28,2,2
27,2,6,3,14,-100,25,18,2,2
27,2,7,1,24,100,15,15,2,1
27,2,7,2,22,100,22,28,2,1
27,2,7,3,17,100,16,9,2,1
28,1,1,1,45,100,44,-100,1,1
28,1,1,2,34,100,26,-100,1,1
28,1,1,3,42,100,49,-100,1,1
28,1,2,1,44,-100,42,100,1,2
28,1,2,2,48,-100,48,100,1,2
28,1,2,3,51,-100,53,100,1,2
28,1,2,4,50,-100,47,100,1,2
28,1,3,1,53,100,53,-49,1,1
28,1,3,2,55,100,60,-87,1,1
28,1,3,3,49,100,53,-100,1,1
28,1,3,4,50,100,50,-100,1,1
28,1,4,1,-92,100,100,100,2,3
28,1,4,2,-3,100,100,100,2,3
28,1,4,3,-25,100,100,100,2,3
28,1,4,4,-22,100,100,100,2,3
28,1,4,5,-29,100,100,100,2,3
28,1,5,1,0,100,0,-68,2,1
28,1,5,2,21,100,19,-45,2,1
28,1,5,3,52,100,53,-49,2,1
28,1,5,4,53,100,53,-53,2,1
28,1,5,5,49,100,48,-56,2,1
28,1,6,1,54,-100,56,100,2,2
28,1,6,2,40,-100,45,100,2,2
28,1,6,3,51,-100,54,100,2,2
28,1,6,4,55,-100,52,100,2,2
28,1,6,5,51,-100,53,100,2,2
28,1,7,1,53,100,52,-48,2,1
28,1,7,2,51,100,53,-63,2,1
28,1,7,3,56,100,55,-46,2,1
28,2,1,1,50,100,42,-40,1,1
28,2,1,2,50,100,49,-43,1,1
28,2,1,3,48,100,52,-35,1,1
28,2,1,4,56,100,51,-28,1,1
28,2,1,5,57,100,57,-74,1,1
28,2,2,1,57,-100,56,100,1,2
28,2,2,2,54,-100,55,100,1,2
28,2,2,3,57,-100,55,100,1,2
28,2,3,1,56,100,50,-45,1,1
28,2,3,2,55,100,55,-76,1,1
28,2,3,3,44,100,42,-43,1,1
28,2,3,4,53,100,52,-50,1,1
28,2,3,5,53,100,58,-60,1,1
28,2,4,1,-42,100,100,100,2,3
28,2,4,2,-8,100,100,100,2,3
28,2,4,3,0,100,100,100,2,3
28,2,4,4,0,100,100,100,2,3
28,2,5,1,52,100,51,-10,2,1
28,2,5,2,49,100,53,-10,2,1
28,2,5,3,52,100,50,-15,2,1
28,2,5,4,44,100,48,-23,2,1
28,2,6,1,53,-100,49,100,2,2
28,2,6,2,55,-100,56,100,2,2
28,2,6,3,46,-100,50,100,2,2
28,2,6,4,0,-100,100,100,2,2
28,2,6,5,51,-100,51,100,2,2
28,2,7,1,52,100,52,-12,2,1
28,2,7,2,55,100,57,-12,2,1
28,2,7,3,52,100,52,-17,2,1
29,1,1,1,49,100,50,-23,1,1
29,1,1,2,54,100,57,0,1,1
29,1,1,3,50,100,51,0,1,1
29,1,2,1,54,-100,55,100,1,2
29,1,2,2,59,-100,51,100,1,2
29,1,2,3,53,-100,61,100,1,2
29,1,2,4,58,-100,54,100,1,2
29,1,3,1,57,100,58,0,1,1
29,1,3,2,55,100,56,12,1,1
29,1,3,3,59,100,66,0,1,1
29,1,3,4,55,100,57,0,1,1
29,1,4,1,0,100,100,100,2,3
29,1,4,2,0,100,100,100,2,3
29,1,4,3,0,100,100,100,2,3
29,1,4,4,-1,100,100,100,2,3
29,1,4,5,0,100,100,100,2,3
29,1,5,1,52,100,49,0,2,1
29,1,5,2,51,100,53,0,2,1
29,1,5,3,52,100,50,0,2,1
29,1,5,4,53,100,50,0,2,1
29,1,5,5,53,100,51,0,2,1
29,1,6,1,37,-100,40,100,2,2
29,1,6,2,40,-100,42,100,2,2
29,1,6,3,43,-100,46,100,2,2
29,1,6,4,47,-100,47,100,2,2
29,1,6,5,48,-100,48,100,2,2
29,1,7,1,51,100,49,0,2,1
29,1,7,2,55,100,50,0,2,1
29,1,7,3,50,100,50,0,2,1
29,2,1,1,46,100,41,0,1,1
29,2,1,2,47,100,48,0,1,1
29,2,1,3,41,100,40,0,1,1
29,2,1,4,39,100,42,0,1,1
29,2,1,5,46,100,53,0,1,1
29,2,2,1,47,-100,47,100,1,2
29,2,2,2,48,-100,49,100,1,2
29,2,2,3,54,-100,50,100,1,2
29,2,3,1,44,100,47,0,1,1
29,2,3,2,52,100,49,0,1,1
29,2,3,3,56,100,48,0,1,1
29,2,3,4,52,100,44,0,1,1
29,2,3,5,46,100,44,0,1,1
29,2,4,1,0,100,100,100,2,3
29,2,4,2,0,100,100,100,2,3
29,2,4,3,0,100,100,100,2,3
29,2,4,4,0,100,100,100,2,3
29,2,5,1,47,100,50,0,2,1
29,2,5,2,47,100,53,0,2,1
29,2,5,3,50,100,47,0,2,1
29,2,5,4,58,100,44,0,2,1
29,2,6,1,44,-100,47,100,2,2
29,2,6,2,49,-100,54,100,2,2
29,2,6,3,54,-100,49,100,2,2
29,2,6,4,53,-100,56,100,2,2
29,2,6,5,57,-100,54,100,2,2
29,2,7,1,49,100,52,0,2,1
29,2,7,2,46,100,47,-1,2,1
29,2,7,3,46,100,47,0,2,1
30,1,1,1,0,100,0,-20,1,1
30,1,1,2,0,100,0,-6,1,1
30,1,1,3,0,100,0,-16,1,1
30,1,2,1,0,-100,0,-24,1,2
30,1,2,2,0,-100,0,-5,1,2
30,1,2,3,0,-100,0,100,1,2
30,1,3,1,0,100,0,-15,1,1
30,1,3,2,0,100,0,-60,1,1
30,1,3,3,0,100,0,-31,1,1
30,1,3,4,0,100,0,-23,1,1
30,1,3,5,0,100,0,-35,1,1
30,1,4,1,0,100,1,100,2,3
30,1,4,2,-10,100,100,0,2,3
30,1,4,3,-14,100,0,0,2,3
30,1,4,4,0,100,0,0,2,3
30,1,5,1,-4,100,-5,0,2,1
30,1,5,2,0,100,0,-26,2,1
30,1,5,3,0,100,0,-35,2,1
30,1,5,4,0,100,0,-35,2,1
30,1,5,5,0,100,0,-27,2,1
30,1,6,1,0,-100,0,25,2,2
30,1,6,2,0,-100,0,100,2,2
30,1,6,3,100,-100,0,0,2,2
30,1,7,1,0,100,0,-33,2,1
30,1,7,2,0,100,0,-30,2,1
30,1,7,3,0,100,0,-41,2,1
30,1,7,4,0,100,0,-36,2,1
30,1,7,5,0,100,0,-48,2,1
30,2,1,1,0,100,0,-35,1,1
30,2,1,2,0,100,0,0,1,1
30,2,1,3,0,100,0,-41,1,1
30,2,1,4,0,100,0,-29,1,1
30,2,2,1,0,-100,0,100,1,2
30,2,2,2,0,-100,0,100,1,2
30,2,2,3,0,-100,0,100,1,2
30,2,2,4,0,-100,0,100,1,2
30,2,3,1,0,100,0,-34,1,1
30,2,3,2,-1,100,0,-46,1,1
30,2,3,3,0,100,0,-47,1,1
30,2,3,4,0,100,0,-46,1,1
30,2,4,1,0,100,0,-46,2,3
30,2,4,2,-54,100,26,100,2,3
30,2,4,3,0,100,100,100,2,3
30,2,4,4,0,100,100,100,2,3
30,2,5,1,16,100,19,-25,2,1
30,2,5,2,0,100,0,-47,2,1
30,2,5,3,0,100,1,-38,2,1
30,2,6,1,0,-100,0,100,2,2
30,2,6,2,46,-100,43,100,2,2
30,2,6,3,0,-100,0,-2,2,2
30,2,6,4,44,-100,43,100,2,2
30,2,6,5,0,-100,0,100,2,2
30,2,7,1,2,100,0,-36,2,1
30,2,7,2,0,100,0,-45,2,1
30,2,7,3,36,100,39,-46,2,1
31,1,1,1,44,100,43,-23,1,1
31,1,1,2,38,100,35,-27,1,1
31,1,1,3,45,100,33,-28,1,1
31,1,2,1,51,-100,48,100,1,2
31,1,2,2,52,-100,49,100,1,2
31,1,2,3,53,-100,49,100,1,2
31,1,3,1,53,100,50,39,1,1
31,1,3,2,52,100,51,35,1,1
31,1,3,3,54,100,51,34,1,1
31,1,3,4,49,100,50,33,1,1
31,1,3,5,52,100,49,32,1,1
31,1,4,1,0,100,74,100,2,3
31,1,4,2,0,100,71,100,2,3
31,1,4,3,0,100,79,100,2,3
31,1,4,4,0,100,76,100,2,3
31,1,5,1,56,100,55,29,2,1
31,1,5,2,49,100,54,30,2,1
31,1,5,3,50,100,50,26,2,1
31,1,5,4,46,100,50,28,2,1
31,1,5,5,53,100,51,31,2,1
31,1,6,1,52,-100,49,100,2,2
31,1,6,2,56,-100,51,100,2,2
31,1,6,3,52,-100,49,100,2,2
31,1,7,1,53,100,52,21,2,1
31,1,7,2,51,100,57,30,2,1
31,1,7,3,53,100,52,29,2,1
31,1,7,4,52,100,52,24,2,1
31,1,7,5,50,100,55,12,2,1
31,2,1,1,51,100,49,0,1,1
31,2,1,2,48,100,45,0,1,1
31,2,1,3,51,100,51,0,1,1
31,2,1,4,49,100,52,0,1,1
31,2,2,1,50,-100,52,100,1,2
31,2,2,2,51,-100,55,100,1,2
31,2,2,3,49,-100,53,100,1,2
31,2,2,4,50,-100,54,100,1,2
31,2,3,1,54,100,55,0,1,1
31,2,3,2,51,100,53,0,1,1
31,2,3,3,49,100,55,0,1,1
31,2,3,4,50,100,46,0,1,1
31,2,4,1,0,100,87,100,2,3
31,2,4,2,2,100,85,100,2,3
31,2,4,3,0,100,81,100,2,3
31,2,4,4,3,100,100,100,2,3
31,2,5,1,54,100,48,0,2,1
31,2,5,2,57,100,54,0,2,1
31,2,5,3,53,100,51,1,2,1
31,2,6,1,51,-100,47,100,2,2
31,2,6,2,52,-100,53,100,2,2
31,2,6,3,52,-100,49,100,2,2
31,2,6,4,46,-100,50,0,2,2
31,2,6,5,52,-100,50,100,2,2
31,2,7,1,47,100,54,0,2,1
31,2,7,2,53,100,51,0,2,1
31,2,7,3,50,100,52,0,2,1
32,1,1,1,48,100,49,0,1,1
32,1,1,2,51,100,48,0,1,1
32,1,1,3,49,100,48,0,1,1
32,1,1,4,49,100,48,0,1,1
32,1,2,1,50,-100,49,100,1,2
32,1,2,2,49,-100,50,100,1,2
32,1,2,3,51,-100,49,100,1,2
32,1,3,1,47,100,48,0,1,1
32,1,3,2,49,100,48,0,1,1
32,1,3,3,48,100,47,0,1,1
32,1,3,4,46,100,47,0,1,1
32,1,3,5,49,100,49,0,1,1
32,1,4,1,0,100,100,100,2,3
32,1,4,2,49,100,100,100,2,3
32,1,4,3,0,100,100,100,2,3
32,1,4,4,0,100,100,100,2,3
32,1,4,5,0,100,100,100,2,3
32,1,5,1,49,100,51,0,2,1
32,1,5,2,52,100,50,0,2,1
32,1,5,3,47,100,0,0,2,1
32,1,5,4,46,100,50,0,2,1
32,1,5,5,47,100,48,47,2,1
32,1,6,1,51,-100,48,100,2,2
32,1,6,2,50,-100,51,100,2,2
32,1,6,3,51,-100,50,100,2,2
32,1,6,4,49,-100,45,100,2,2
32,1,7,1,49,100,47,0,2,1
32,1,7,2,49,100,49,0,2,1
32,1,7,3,50,100,47,0,2,1
32,2,1,1,48,100,45,0,1,1
32,2,1,2,49,100,46,0,1,1
32,2,1,3,47,100,49,0,1,1
32,2,2,1,48,-100,50,100,1,2
32,2,2,2,48,-100,48,100,1,2
32,2,2,3,47,-100,51,100,1,2
32,2,2,4,50,-100,47,100,1,2
32,2,2,5,50,-100,49,100,1,2
32,2,3,1,48,100,51,0,1,1
32,2,3,2,49,100,48,0,1,1
32,2,3,3,50,100,50,0,1,1
32,2,3,4,48,100,49,0,1,1
32,2,3,5,48,100,50,0,1,1
32,2,4,1,0,100,100,100,2,3
32,2,4,2,0,100,100,100,2,3
32,2,4,3,0,100,100,100,2,3
32,2,4,4,0,100,100,100,2,3
32,2,5,1,47,100,48,0,2,1
32,2,5,2,47,100,49,0,2,1
32,2,5,3,49,100,49,0,2,1
32,2,5,4,51,100,50,46,2,1
32,2,6,1,49,-100,50,100,2,2
32,2,6,2,47,-100,48,100,2,2
32,2,6,3,50,-100,49,100,2,2
32,2,6,4,52,-100,51,100,2,2
32,2,7,1,51,100,50,0,2,1
32,2,7,2,48,100,48,0,2,1
32,2,7,3,49,100,50,0,2,1
